ID,names,Excel Rows,Video Type,Captions,Video Width,Video Height,Frame Count,FPS,duration
552,S596,596,SENTENCE,The man gave the virgin a really hard time. ,320.0,240.0,87.0,30.3312027891,2.86833333333
553,S597,597,SENTENCE,"According to the TV news, there are plenty of job opportunities to the east.",320.0,240.0,126.0,30.2158273381,4.17
554,S598,598,SENTENCE,That special shampoo softens my hair beautifully.,320.0,240.0,99.0,30.2906680265,3.26833333333
555,S599,599,SENTENCE,A third of the members are very conservative.,320.0,240.0,67.0,30.4314912945,2.20166666667
556,S600,600,SENTENCE,The jacket and mittens make a pretty match.,320.0,240.0,97.0,30.2967204581,3.20166666667
557,S601,601,SENTENCE,Mashed potatoes with meat and a vegetable are a balanced meal.,320.0,240.0,150.0,30.1810865191,4.97
558,S602,602,SENTENCE,That's odd…the gym is empty.,320.0,240.0,40.0,30.0,1.33333333333
559,S603,603,SENTENCE,What in the world are you doing diving naked?,320.0,240.0,57.0,30.5084745763,1.86833333333
560,S604,604,SENTENCE,"In that art, the head and body are exaggerated out of proportion.",320.0,240.0,126.0,30.2158273381,4.17
561,S605,605,SENTENCE,I made an amendment that there be a maximum of 300 flags.,320.0,240.0,90.0,30.3200449186,2.96833333333
562,S606,606,SENTENCE,The program on the environment was barely adequate.,320.0,240.0,89.0,30.3236797274,2.935
563,S607,607,SENTENCE,Everyone followed the rocket taking off.,320.0,240.0,87.0,30.3312027891,2.86833333333
564,S608,608,SENTENCE,See? You CAN depend on me.,320.0,240.0,56.0,30.5177111717,1.835
565,S609,609,SENTENCE,I've never heard of hand-me-down socks.,320.0,240.0,88.0,30.3273980471,2.90166666667
566,S610,610,SENTENCE,You don't need a seat belt in heaven.,320.0,240.0,100.0,30.2877334679,3.30166666667
567,S611,611,SENTENCE,This rooster is sharp as a tack.,320.0,240.0,57.0,30.5084745763,1.86833333333
568,S612,612,SENTENCE,He sued after being crippled from his accidental fall.,320.0,240.0,111.0,30.2452316076,3.67
569,S613,613,SENTENCE,"I can't stand it, he's so sensitive all the time.",320.0,240.0,63.0,30.4593070105,2.06833333333
570,S614,614,SENTENCE,All these tests of the alarm system are ridiculous.,320.0,240.0,78.0,30.369889682,2.56833333333
571,S615,615,SENTENCE,The measles are gradually going around.,320.0,240.0,81.0,30.3560274828,2.66833333333
572,S616,616,SENTENCE,I added one more to the row of old fashioned keys.,320.0,240.0,121.0,30.2248126561,4.00333333333
573,S617,617,SENTENCE,"You always forget, so you need to make a list: tweezers, toothbrush and paste, floss, and fingernail clippers.",320.0,240.0,312.0,30.1643570738,10.3433333333
574,S618,618,SENTENCE,The toast is thoroughly burned.,320.0,240.0,45.0,30.7167235495,1.465
575,S619,619,SENTENCE,It's very humid in the summer. ,320.0,240.0,75.0,30.3848750844,2.46833333333
576,S620,620,SENTENCE,Their conversation was so superficial I became impatient. ,320.0,240.0,132.0,30.2059496568,4.37
577,S621,621,SENTENCE,What religion are you?,320.0,240.0,45.0,30.7167235495,1.465
578,S622,622,SENTENCE,I turned the copy over and looked at it: perfect!,320.0,240.0,84.0,30.343166767,2.76833333333
579,S623,623,SENTENCE,"They had an on-again, off-again relationship.",320.0,240.0,77.0,30.3747534517,2.535
580,S624,624,SENTENCE,I finally understood the poem when part of it was translated.,320.0,240.0,123.0,30.2211302211,4.07
581,S625,625,SENTENCE,"When your lecture is ready, request an interpreter.",320.0,240.0,122.0,30.2229562345,4.03666666667
582,S626,626,SENTENCE,I've got enough nerve to commit robbery.,320.0,240.0,42.0,30.0,1.4
583,S627,627,SENTENCE,"He's a great catcher, hire him.",320.0,240.0,67.0,30.4314912945,2.20166666667
584,S628,628,SENTENCE,Indian food is real hot. ,320.0,240.0,81.0,30.3560274828,2.66833333333
585,S629,629,SENTENCE,I'm bored to tears with this rut I'm in.,320.0,240.0,61.0,30.4746044963,2.00166666667
586,S630,630,SENTENCE,You should kneel and pray.,320.0,240.0,53.0,30.5475504323,1.735
587,S631,631,SENTENCE,He was devastated by the loss of his toy.,320.0,240.0,87.0,30.3312027891,2.86833333333
588,S632,632,SENTENCE,"I can't stand him, he's such a phony. ",320.0,240.0,86.0,30.3350970018,2.835
589,S633,633,SENTENCE,"He's sneaky, but obviously guilty.",320.0,240.0,75.0,30.3848750844,2.46833333333
590,S634,634,SENTENCE,Good luck with your fingerspelling.,320.0,240.0,47.0,30.0,1.56666666667
591,S635,635,SENTENCE,The machine shuts off by itself.,320.0,240.0,94.0,30.0,3.13333333333
592,S636,636,SENTENCE,I need a facecloth.,320.0,240.0,84.0,30.343166767,2.76833333333
593,S637,637,SENTENCE,Use either the metal hammer or the rubber mallet.,320.0,240.0,123.0,30.2211302211,4.07
594,S638,638,SENTENCE,Ha! Take that!  I went to the top of the list.,320.0,240.0,72.0,30.4011259676,2.36833333333
595,S639,639,SENTENCE,I drank so much through the straw that I kept burping.,320.0,240.0,96.0,30.2998421883,3.16833333333
596,S640,640,SENTENCE,What he heard while eavesdropping caused a smirk.,320.0,240.0,108.0,30.2521008403,3.57
597,S641,641,SENTENCE,How much is the interest?,320.0,240.0,53.0,30.5475504323,1.735
598,S642,642,SENTENCE,Take a right and go straight for a bit until you get to the airport.,320.0,240.0,100.0,30.2877334679,3.30166666667
599,S643,643,SENTENCE,You can't plug your razor in on the island; it's a 220 volt system.,320.0,240.0,154.0,30.364771607,5.07166666667
600,S644,644,SENTENCE,"It's a secret, just between the two of us.",320.0,240.0,61.0,30.4746044963,2.00166666667
601,S645,645,SENTENCE,My application got the necessary signatures and was ultimately approved.,320.0,240.0,84.0,30.343166767,2.76833333333
602,S646,646,SENTENCE,"After going through Gallaudet, she got married and settled down.",320.0,240.0,127.0,30.2141157811,4.20333333333
603,S647,647,SENTENCE,She has quite a good voice.,320.0,240.0,58.0,30.4995617879,1.90166666667
604,S648,648,SENTENCE,Remove my name.,320.0,240.0,52.0,30.5582761998,1.70166666667
605,S649,649,SENTENCE,The apartment is very cozy.,320.0,240.0,68.0,30.4250559284,2.235
606,S650,650,SENTENCE,Will you save me a seat?,320.0,240.0,68.0,30.4250559284,2.235
607,S651,651,SENTENCE,"With no warning, both cars broke down.",320.0,240.0,94.0,30.3062869425,3.10166666667
608,S652,652,SENTENCE,He will hire me.,320.0,240.0,64.0,30.0,2.13333333333
609,S653,653,SENTENCE,Who will you invite to the party?,320.0,240.0,93.0,30.30961434,3.06833333333
610,S654,654,SENTENCE,Let me know when it's time to go.,320.0,240.0,70.0,30.4127443881,2.30166666667
611,V0003,3,WORD,$1,320.0,240.0,14.0,30.0,0.466666666667
612,V0004,4,WORD,$1.02,320.0,240.0,43.0,30.0,1.43333333333
613,V0005,5,WORD,$3.50,320.0,240.0,26.0,30.0,0.866666666667
614,V0006,6,WORD,$4.95,320.0,240.0,56.0,30.5177111717,1.835
615,V0007,7,WORD,$5.33,320.0,240.0,45.0,30.0,1.5
616,V0008,8,WORD,$10,320.0,240.0,12.0,32.8767123288,0.365
617,V0009,9,WORD,$10.25,320.0,240.0,46.0,30.0,1.53333333333
618,V0010,10,WORD,$11,320.0,240.0,29.0,30.0,0.966666666667
619,V0011,11,WORD,$21.95,320.0,240.0,79.0,30.3651505445,2.60166666667
620,V0012,12,WORD,$100,320.0,240.0,37.0,30.0,1.23333333333
621,V0013,13,WORD,$101,320.0,240.0,63.0,30.4593070105,2.06833333333
622,V0014,14,WORD,$7 and change,320.0,240.0,62.0,30.4668304668,2.035
623,V0015,15,WORD,1 billion,320.0,240.0,54.0,30.5372290292,1.76833333333
624,V0016,16,WORD,1 cent,320.0,240.0,30.0,30.0,1.0
625,V0017,17,WORD,1 million,320.0,240.0,31.0,30.0,1.03333333333
626,V0018,18,WORD,1 thousand,320.0,240.0,27.0,30.0,0.9
627,V0019,19,WORD,1 trillion,320.0,240.0,83.0,30.3473491773,2.735
628,V0020,20,WORD,10 cents,320.0,240.0,21.0,30.0,0.7
629,V0021,21,WORD,11 cents,320.0,240.0,39.0,30.0,1.3
630,V0022,22,WORD,11 dollars and 50 cents,320.0,240.0,70.0,30.4127443881,2.30166666667
631,V0023,23,WORD,2 cents,320.0,240.0,34.0,30.0,1.13333333333
632,V0024,24,WORD,20 cents,320.0,240.0,41.0,30.0,1.36666666667
633,V0025,25,WORD,25 cents,320.0,240.0,25.0,30.0,0.833333333333
634,V0026,26,WORD,26 cents,320.0,240.0,35.0,30.0,1.16666666667
635,V0027,27,WORD,3 cents,320.0,240.0,14.0,30.0,0.466666666667
636,V0028,28,WORD,30's,320.0,240.0,18.0,30.0,0.6
637,V0029,29,WORD,33 cents,320.0,240.0,32.0,30.0,1.06666666667
638,V0030,30,WORD,4 cents,320.0,240.0,35.0,30.0,1.16666666667
639,V0031,31,WORD,5 cents,320.0,240.0,24.0,30.0,0.8
640,V0032,32,WORD,50/50 (1),320.0,240.0,27.0,30.0,0.9
641,V0033,33,WORD,50/50 (2),320.0,240.0,24.0,30.0,0.8
642,V0034,34,WORD,6 cents,320.0,240.0,16.0,30.0,0.533333333333
643,V0035,35,WORD,67 cents,320.0,240.0,30.0,30.0,1.0
644,V0036,36,WORD,7 cents,320.0,240.0,9.0,30.0,0.3
645,V0037,37,WORD,76 cents,320.0,240.0,40.0,30.0,1.33333333333
646,V0038,38,WORD,78 cents,320.0,240.0,28.0,30.0,0.933333333333
647,V0039,39,WORD,8 cents,320.0,240.0,12.0,30.0,0.4
648,V0040,40,WORD,86 cents,320.0,240.0,34.0,30.0,1.13333333333
649,V0041,41,WORD,89 cents,320.0,240.0,30.0,30.0,1.0
650,V0042,42,WORD,9 cents,320.0,240.0,14.0,30.0,0.466666666667
651,V0043,43,WORD,90's,320.0,240.0,17.0,30.0,0.566666666667
652,V0044,44,WORD,96 cents,320.0,240.0,34.0,30.0,1.13333333333
653,V0045,45,WORD,few days ago,320.0,240.0,12.0,30.0,0.4
654,V0046,46,WORD,few days from now,320.0,240.0,10.0,30.0,0.333333333333
655,V0047,47,WORD,a gazillion,320.0,240.0,24.0,30.0,0.8
656,V0048,48,WORD,a lot ,320.0,240.0,19.0,30.0,0.633333333333
657,V0049,49,WORD,AA (1),320.0,240.0,26.0,30.0,0.866666666667
658,V0050,50,WORD,abandon,320.0,240.0,16.0,30.0,0.533333333333
659,V0051,51,WORD,abortion   ,320.0,240.0,27.0,30.0,0.9
660,V0052,52,WORD,about (concerning),320.0,240.0,19.0,30.0,0.633333333333
661,V0053,53,WORD,above (2),320.0,240.0,19.0,30.0,0.633333333333
662,V0054,54,WORD,absent ,320.0,240.0,36.0,30.0,1.2
663,V0056,56,WORD,accept,320.0,240.0,12.0,32.8767123288,0.365
664,V0057,57,WORD,accident vehicular,320.0,240.0,23.0,31.4350797267,0.731666666667
665,V0058,58,WORD,accounting,320.0,240.0,23.0,31.4350797267,0.731666666667
666,V0059,59,WORD,accuse,320.0,240.0,12.0,30.0,0.4
667,V0060,60,WORD,act ,320.0,240.0,55.0,30.5272895467,1.80166666667
668,V0061,61,WORD,add to,320.0,240.0,12.0,32.8767123288,0.365
669,V0062,62,WORD,add together,320.0,240.0,10.0,30.0,0.333333333333
670,V0063,63,WORD,addict,320.0,240.0,18.0,30.0,0.6
671,V0064,64,WORD,address (location),320.0,240.0,19.0,30.0,0.633333333333
672,V0065,65,WORD,admission,320.0,240.0,27.0,30.0,0.9
673,V0066,66,WORD,admit ,320.0,240.0,16.0,30.0,0.533333333333
674,V0067,67,WORD,adultery,320.0,240.0,18.0,30.0,0.6
675,V0068,68,WORD,advertise ,320.0,240.0,23.0,31.4350797267,0.731666666667
676,V0069,69,WORD,advise ,320.0,240.0,26.0,30.0,0.866666666667
677,V0070,70,WORD,advisor (acad.),320.0,240.0,26.0,30.0,0.866666666667
678,V0072,72,WORD,afford (1),320.0,240.0,26.0,30.0,0.866666666667
679,V0073,73,WORD,afraid ,320.0,240.0,25.0,30.0,0.833333333333
680,V0074,74,WORD,Africa,320.0,240.0,45.0,30.7167235495,1.465
681,V0075,75,WORD,after (1),320.0,240.0,4.0,30.0,0.133333333333
682,V0077,77,WORD,afternoon ,320.0,240.0,17.0,30.0,0.566666666667
683,V0078,78,WORD,aftershave,320.0,240.0,52.0,30.5582761998,1.70166666667
684,V0079,79,WORD,again ,320.0,240.0,15.0,30.0,0.5
685,V0080,80,WORD,against ,320.0,240.0,8.0,30.0,0.266666666667
686,V0081,81,WORD,age (how old?),320.0,240.0,19.0,30.0,0.633333333333
687,V0082,82,WORD,aggressive ,320.0,240.0,58.0,30.4995617879,1.90166666667
688,V0083,83,WORD,agree (1),320.0,240.0,12.0,30.0,0.4
689,V0084,84,WORD,agree (2),320.0,240.0,38.0,30.0,1.26666666667
690,V0085,85,WORD,ahead ,320.0,240.0,23.0,30.0,0.766666666667
691,V0086,86,WORD,air conditioner,320.0,240.0,12.0,30.0,0.4
692,V0087,87,WORD,airplane,320.0,240.0,42.0,30.0,1.4
693,V0088,88,WORD,Alabama,320.0,240.0,15.0,30.0,0.5
694,V0089,89,WORD,alarm,320.0,240.0,13.0,30.0,0.433333333333
695,V0090,90,WORD,Alaska (1),320.0,240.0,31.0,30.0,1.03333333333
696,V0091,91,WORD,Alaska (2),320.0,240.0,33.0,30.0,1.1
697,V0093,93,WORD,Alberta,320.0,240.0,16.0,30.0,0.533333333333
698,V0094,94,WORD,alcohol,320.0,240.0,20.0,30.0,0.666666666667
699,V0095,95,WORD,alcoholic,320.0,240.0,32.0,30.0,1.06666666667
700,V0098,98,WORD,alcoholism (1),320.0,240.0,34.0,30.0,1.13333333333
701,V0099,99,WORD,alcoholism (2),320.0,240.0,96.0,30.2998421883,3.16833333333
702,V0100,100,WORD,algebra,320.0,240.0,35.0,30.0,1.16666666667
703,V0101,101,WORD,alimony (1),320.0,240.0,45.0,30.7167235495,1.465
704,V0102,102,WORD,all (1),320.0,240.0,17.0,30.0,0.566666666667
705,V0103,103,WORD,all (2),320.0,240.0,40.0,30.0,1.33333333333
706,V0104,104,WORD,all right (1),320.0,240.0,21.0,30.0,0.7
707,V0105,105,WORD,allergy,320.0,240.0,26.0,30.0,0.866666666667
708,V0106,106,WORD,alligator,320.0,240.0,38.0,30.0,1.26666666667
709,V0107,107,WORD,allow (1),320.0,240.0,25.0,30.0,0.833333333333
710,V0108,108,WORD,allow (2),320.0,240.0,29.0,30.0,0.966666666667
711,V0109,109,WORD,almost,320.0,240.0,10.0,30.0,0.333333333333
712,V0110,110,WORD,alone,320.0,240.0,28.0,30.0,0.933333333333
713,V0111,111,WORD,alphabet,320.0,240.0,23.0,31.4350797267,0.731666666667
714,V0112,112,WORD,alternate ,320.0,240.0,37.0,30.0,1.23333333333
715,V0113,113,WORD,always,320.0,240.0,54.0,30.5372290292,1.76833333333
716,V0114,114,WORD,amazed (1),320.0,240.0,28.0,30.0,0.933333333333
717,V0115,115,WORD,amazed (2),320.0,240.0,12.0,30.0,0.4
718,V0118,118,WORD,ambulance,320.0,240.0,17.0,30.0,0.566666666667
719,V0119,119,WORD,amend,320.0,240.0,12.0,30.0,0.4
720,V0120,120,WORD,America,320.0,240.0,43.0,30.0,1.43333333333
721,V0121,121,WORD,American Indian,320.0,240.0,15.0,30.0,0.5
722,V0122,122,WORD,amount,320.0,240.0,20.0,30.0,0.666666666667
723,V0123,123,WORD,Amsterdam ,320.0,240.0,25.0,30.0,0.833333333333
724,V0124,124,WORD,analyze,320.0,240.0,18.0,30.0,0.6
725,V0125,125,WORD,and,320.0,240.0,9.0,30.0,0.3
726,V0126,126,WORD,angry (1),320.0,240.0,25.0,30.0,0.833333333333
727,V0127,127,WORD,angry (2),320.0,240.0,10.0,30.0,0.333333333333
728,V0128,128,WORD,angry (3),320.0,240.0,7.0,30.0,0.233333333333
729,V0129,129,WORD,animal,320.0,240.0,24.0,30.0,0.8
730,V0130,130,WORD,announce ,320.0,240.0,16.0,30.0,0.533333333333
731,V0132,132,WORD,answer ,320.0,240.0,16.0,30.0,0.533333333333
732,V0133,133,WORD,anxious (1),320.0,240.0,23.0,31.4350797267,0.731666666667
733,V0134,134,WORD,any,320.0,240.0,24.0,30.0,0.8
734,V0135,135,WORD,anyone,320.0,240.0,27.0,30.0,0.9
735,V0136,136,WORD,anyway,320.0,240.0,15.0,30.0,0.5
736,V0137,137,WORD,apartment,320.0,240.0,15.0,30.0,0.5
737,V0138,138,WORD,appear (show up),320.0,240.0,8.0,30.0,0.266666666667
738,V0139,139,WORD,appetizer,320.0,240.0,36.0,30.0,1.2
739,V0140,140,WORD,applaud,320.0,240.0,14.0,30.0,0.466666666667
740,V0141,141,WORD,apple,320.0,240.0,24.0,30.0,0.8
741,V0142,142,WORD,apply (1)     ,320.0,240.0,33.0,30.0,1.1
742,V0143,143,WORD,appoint,320.0,240.0,12.0,30.0,0.4
743,V0144,144,WORD,appointment,320.0,240.0,27.0,30.0,0.9
744,V0145,145,WORD,approve (1),320.0,240.0,10.0,30.0,0.333333333333
745,V0146,146,WORD,approximately ,320.0,240.0,36.0,30.0,1.2
746,V0147,147,WORD,April,320.0,240.0,37.0,30.0,1.23333333333
747,V0148,148,WORD,archery,320.0,240.0,26.0,30.0,0.866666666667
748,V0149,149,WORD,architecture,320.0,240.0,29.0,30.0,0.966666666667
749,V0150,150,WORD,area ,320.0,240.0,35.0,30.0,1.16666666667
750,V0151,151,WORD,discuss (1),320.0,240.0,12.0,30.0,0.4
751,V0152,152,WORD,Arizona  ,320.0,240.0,26.0,30.0,0.866666666667
752,V0153,153,WORD,Arkansas,320.0,240.0,19.0,30.0,0.633333333333
753,V0154,154,WORD,arrest (1),320.0,240.0,10.0,30.0,0.333333333333
754,V0155,155,WORD,arrest (2),320.0,240.0,9.0,30.0,0.3
755,V0156,156,WORD,arrive (1),320.0,240.0,15.0,30.0,0.5
756,V0157,157,WORD,art,320.0,240.0,25.0,30.0,0.833333333333
757,V0158,158,WORD,article,320.0,240.0,32.0,30.0,1.06666666667
758,V0159,159,WORD,artificial,320.0,240.0,33.0,30.0,1.1
759,V0160,160,WORD,ashamed,320.0,240.0,33.0,30.0,1.1
760,V0161,161,WORD,ask (1),320.0,240.0,14.0,30.0,0.466666666667
761,V0162,162,WORD,ask (2),320.0,240.0,12.0,30.0,0.4
762,V0163,163,WORD,ask (3),320.0,240.0,10.0,30.0,0.333333333333
763,V0165,165,WORD,assign,320.0,240.0,12.0,32.8767123288,0.365
764,V0166,166,WORD,assistant (1),320.0,240.0,31.0,30.0,1.03333333333
765,V0167,167,WORD,assistant (2),320.0,240.0,20.0,30.0,0.666666666667
766,V0168,168,WORD,associate with (1),320.0,240.0,60.0,30.482641829,1.96833333333
767,V0170,170,WORD,Atlanta GA,320.0,240.0,33.0,30.0,1.1
768,V0171,171,WORD,ATM (1),320.0,240.0,31.0,30.0,1.03333333333
769,V0172,172,WORD,ATM (2),320.0,240.0,29.0,30.0,0.966666666667
770,V0173,173,WORD,attend ,320.0,240.0,15.0,30.0,0.5
771,V0175,175,WORD,attitude ,320.0,240.0,23.0,30.0,0.766666666667
772,V0176,176,WORD,attracted to,320.0,240.0,23.0,31.4350797267,0.731666666667
773,V0177,177,WORD,attracted to strongly,320.0,240.0,26.0,30.0,0.866666666667
774,V0179,179,WORD,audience ,320.0,240.0,19.0,30.0,0.633333333333
775,V0182,182,WORD,audiology,320.0,240.0,30.0,30.0,1.0
776,V0183,183,WORD,August,320.0,240.0,23.0,30.0,0.766666666667
777,V0184,184,WORD,aunt,320.0,240.0,23.0,31.4350797267,0.731666666667
778,V0186,186,WORD,Austria,320.0,240.0,26.0,30.0,0.866666666667
779,V0187,187,WORD,automatic (1),320.0,240.0,16.0,30.0,0.533333333333
780,V0188,188,WORD,automatic (2),320.0,240.0,25.0,30.0,0.833333333333
781,V0189,189,WORD,automatic (3),320.0,240.0,12.0,32.8767123288,0.365
782,V0190,190,WORD,average (1),320.0,240.0,32.0,30.0,1.06666666667
783,V0191,191,WORD,average (2),320.0,240.0,16.0,30.0,0.533333333333
784,V0192,192,WORD,avoid ,320.0,240.0,9.0,30.0,0.3
785,V0193,193,WORD,award,320.0,240.0,16.0,30.0,0.533333333333
786,V0194,194,WORD,awkward ,320.0,240.0,56.0,30.5177111717,1.835
787,V0195,195,WORD,baby ,320.0,240.0,34.0,30.0,1.13333333333
788,V0196,196,WORD,bachelor (female),320.0,240.0,23.0,30.0,0.766666666667
789,V0197,197,WORD,bachelor (male),320.0,240.0,23.0,31.4350797267,0.731666666667
790,V0198,198,WORD,Bachelor of Arts ,320.0,240.0,18.0,30.0,0.6
791,V0199,199,WORD,Bachelor of Sciences,320.0,240.0,26.0,30.0,0.866666666667
792,V0200,200,WORD,back,320.0,240.0,30.0,30.0,1.0
793,V0201,201,WORD,back-up,320.0,240.0,24.0,30.0,0.8
794,V0202,202,WORD,background (acad.) ,320.0,240.0,21.0,30.0,0.7
795,V0204,204,WORD,bacon,320.0,240.0,38.0,30.0,1.26666666667
796,V0205,205,WORD,bad (1),320.0,240.0,19.0,30.0,0.633333333333
797,V0206,206,WORD,bake,320.0,240.0,12.0,32.8767123288,0.365
798,V0207,207,WORD,balance (1),320.0,240.0,38.0,30.0,1.26666666667
799,V0208,208,WORD,balance (2),320.0,240.0,42.0,30.0,1.4
800,V0209,209,WORD,banana,320.0,240.0,56.0,30.5177111717,1.835
801,V0210,210,WORD,bank,320.0,240.0,15.0,30.0,0.5
802,V0211,211,WORD,Baptist,320.0,240.0,31.0,30.0,1.03333333333
803,V0212,212,WORD,bar (tavern) ,320.0,240.0,34.0,30.0,1.13333333333
804,V0213,213,WORD,barber,320.0,240.0,19.0,30.0,0.633333333333
805,V0214,214,WORD,barely,320.0,240.0,33.0,30.0,1.1
806,V0216,216,WORD,baseball,320.0,240.0,16.0,30.0,0.533333333333
807,V0217,217,WORD,basement,320.0,240.0,21.0,30.0,0.7
808,V0218,218,WORD,basic,320.0,240.0,28.0,30.0,0.933333333333
809,V0219,219,WORD,basketball (1),320.0,240.0,16.0,30.0,0.533333333333
810,V0220,220,WORD,basketball (2),320.0,240.0,23.0,31.4350797267,0.731666666667
811,V0221,221,WORD,bath,320.0,240.0,31.0,30.0,1.03333333333
812,V0222,222,WORD,bathtub,320.0,240.0,55.0,30.5272895467,1.80166666667
813,V0223,223,WORD,Baton Rouge LA,320.0,240.0,13.0,30.0,0.433333333333
814,V0224,224,WORD,bawl out ,320.0,240.0,17.0,30.0,0.566666666667
815,V0225,225,WORD,be careful,320.0,240.0,40.0,30.0,1.33333333333
816,V0227,227,WORD,bear,320.0,240.0,27.0,30.0,0.9
817,V0228,228,WORD,beat up,320.0,240.0,17.0,30.0,0.566666666667
818,V0229,229,WORD,beautician,320.0,240.0,43.0,30.0,1.43333333333
819,V0230,230,WORD,because (1) ,320.0,240.0,12.0,30.0,0.4
820,V0231,231,WORD,because (2),320.0,240.0,17.0,30.0,0.566666666667
821,V0232,232,WORD,become,320.0,240.0,23.0,30.0,0.766666666667
822,V0233,233,WORD,bed,320.0,240.0,15.0,30.0,0.5
823,V0235,235,WORD,beer (1),320.0,240.0,32.0,30.0,1.06666666667
824,V0236,236,WORD,before (1),320.0,240.0,20.0,30.0,0.666666666667
825,V0237,237,WORD,before (2),320.0,240.0,8.0,30.0,0.266666666667
826,V0238,238,WORD,before (3),320.0,240.0,41.0,30.0,1.36666666667
827,V0239,239,WORD,beg (1),320.0,240.0,17.0,30.0,0.566666666667
828,V0240,240,WORD,beg (2),320.0,240.0,24.0,30.0,0.8
829,V0241,241,WORD,Belgium,320.0,240.0,33.0,30.0,1.1
830,V0242,242,WORD,believe,320.0,240.0,23.0,31.4350797267,0.731666666667
831,V0243,243,WORD,bell,320.0,240.0,34.0,30.0,1.13333333333
832,V0244,244,WORD,below (2),320.0,240.0,31.0,30.0,1.03333333333
833,V0245,245,WORD,belt,320.0,240.0,41.0,30.0,1.36666666667
834,V0246,246,WORD,benefit (1),320.0,240.0,21.0,30.0,0.7
835,V0247,247,WORD,best (1),320.0,240.0,13.0,30.0,0.433333333333
836,V0248,248,WORD,bet ,320.0,240.0,10.0,30.0,0.333333333333
837,V0250,250,WORD,better,320.0,240.0,6.0,30.0,0.2
838,V0251,251,WORD,between,320.0,240.0,21.0,30.0,0.7
839,V0252,252,WORD,Bible,320.0,240.0,56.0,30.5177111717,1.835
840,V0253,253,WORD,bicycle,320.0,240.0,17.0,30.0,0.566666666667
841,V0254,254,WORD,big (1),320.0,240.0,12.0,30.0,0.4
842,V0255,255,WORD,big (2),320.0,240.0,15.0,30.0,0.5
843,V0256,256,WORD,big word,320.0,240.0,14.0,30.0,0.466666666667
844,V0257,257,WORD,bill ,320.0,240.0,15.0,30.0,0.5
845,V0258,258,WORD,bills,320.0,240.0,12.0,30.0,0.4
846,V0259,259,WORD,binoculars,320.0,240.0,17.0,30.0,0.566666666667
847,V0260,260,WORD,biology,320.0,240.0,40.0,30.0,1.33333333333
848,V0261,261,WORD,bird,320.0,240.0,16.0,30.0,0.533333333333
849,V0262,262,WORD,birth control,320.0,240.0,9.0,30.0,0.3
850,V0263,263,WORD,birthday (1),320.0,240.0,15.0,30.0,0.5
851,V0265,265,WORD,black,320.0,240.0,9.0,30.0,0.3
852,V0267,267,WORD,blanket,320.0,240.0,16.0,30.0,0.533333333333
853,V0268,268,WORD,blind,320.0,240.0,10.0,30.0,0.333333333333
854,V0270,270,WORD,blinds,320.0,240.0,16.0,30.0,0.533333333333
855,V0271,271,WORD,blood,320.0,240.0,36.0,30.0,1.2
856,V0272,272,WORD,bloodshot eyes (1),320.0,240.0,19.0,30.0,0.633333333333
857,V0273,273,WORD,bloodshot eyes (2),320.0,240.0,29.0,30.0,0.966666666667
858,V0274,274,WORD,bloody mary,320.0,240.0,52.0,30.5582761998,1.70166666667
859,V0275,275,WORD,blouse,320.0,240.0,9.0,30.0,0.3
860,V0276,276,WORD,blow up (temper 1),320.0,240.0,28.0,30.0,0.933333333333
861,V0277,277,WORD,blow up (temper 2),320.0,240.0,27.0,30.0,0.9
862,V0278,278,WORD,blow up (temper 3),320.0,240.0,31.0,30.0,1.03333333333
863,V0279,279,WORD,blow up (temper 4),320.0,240.0,23.0,31.4350797267,0.731666666667
864,V0280,280,WORD,blue,320.0,240.0,16.0,30.0,0.533333333333
865,V0281,281,WORD,blueberry,320.0,240.0,45.0,30.7167235495,1.465
866,V0283,283,WORD,board (organization),320.0,240.0,25.0,30.0,0.833333333333
867,V0284,284,WORD,boast,320.0,240.0,33.0,30.0,1.1
868,V0285,285,WORD,boat,320.0,240.0,17.0,30.0,0.566666666667
869,V0286,286,WORD,body,320.0,240.0,19.0,30.0,0.633333333333
870,V0287,287,WORD,body odor,320.0,240.0,7.0,30.0,0.233333333333
871,V0288,288,WORD,boil (with anger),320.0,240.0,45.0,30.0,1.5
872,V0289,289,WORD,bomb,320.0,240.0,28.0,30.0,0.933333333333
873,V0290,290,WORD,book,320.0,240.0,25.0,30.0,0.833333333333
874,V0291,291,WORD,boots,320.0,240.0,29.0,30.0,0.966666666667
875,V0292,292,WORD,boring (1),320.0,240.0,6.0,30.0,0.2
876,V0293,293,WORD,boring (2),320.0,240.0,12.0,32.8767123288,0.365
877,V0294,294,WORD,born (1),320.0,240.0,12.0,32.8767123288,0.365
878,V0295,295,WORD,born (2),320.0,240.0,18.0,30.0,0.6
879,V0296,296,WORD,born (3),320.0,240.0,14.0,30.0,0.466666666667
880,V0297,297,WORD,borrow (1),320.0,240.0,19.0,30.0,0.633333333333
881,V0298,298,WORD,borrow (2),320.0,240.0,10.0,30.0,0.333333333333
882,V0299,299,WORD,boss ,320.0,240.0,16.0,30.0,0.533333333333
883,V0300,300,WORD,both,320.0,240.0,14.0,30.0,0.466666666667
884,V0301,301,WORD,bother ,320.0,240.0,20.0,30.0,0.666666666667
885,V0303,303,WORD,boundary,320.0,240.0,8.0,30.0,0.266666666667
